bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1323108,1733,H7322,1,Introduced,2020-01-29,"Abuse And Exploitation Of Elders -- Abuse And Isolation Of Elders Or Dependent Adults -- The Peter Falk Criminal Isolation Of Elders Act","Makes it a felony to isolate an elder or dependent adult and would expand the persons entitled to notice when a guardianship or conservatorship petition is filed in the probate court for dependents or elderly adults.",1121,"House Judiciary",2020-03-10,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7322/2020,http://status.rilin.state.ri.us/
1323281,1733,H7323,1,Introduced,2020-01-29,"General Regulatory Provisions -- Purchase And Sale Of Precious Metals","Requires a licensed buyer of certain precious metals or articles, tools, and electronics to take a digital photograph of their purchase and upload it to the attorney general's license sales tracking system database.",1121,"House Judiciary",2020-02-26,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7323/2020,http://status.rilin.state.ri.us/
1323374,1733,H7324,1,Introduced,2020-01-29,"Relating Courts And Civil Procedure - Procedure Generally - Witnesses","Requires, upon motion by counsel in criminal proceeding, attorney general or lead investigating law enforcement agency to issue subpoena or warrant to social media and internet sites for production of material posted or submitted by potential witness.",1121,"House Judiciary",2020-02-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7324/2020,http://status.rilin.state.ri.us/
1323236,1733,H7325,1,Introduced,2020-01-29,"Procedure In Particular Actions - Social Media Censorship Protection Act","Prohibits certain social media companies from censoring users speech by either removal of the user's speech or using algorithms to prevent the user's speech.",1121,"House Judiciary",2020-02-12,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7325/2020,http://status.rilin.state.ri.us/
1323949,1733,H7326,1,Introduced,2020-01-29,"Relating Criminal Procedure -- Indictments, Informations And Complaints","Prohibits prosecutions for violations in this state if violation arises from same facts or acts for which defendant has been acquitted in another jurisdiction, unless there exists new evidence substantially warranting prosecution in this state.",1121,"House Judiciary",2020-02-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7326/2020,http://status.rilin.state.ri.us/
1323845,1733,H7327,1,Introduced,2020-01-29,Weapons,"Increases the age from eighteen to twenty-one years for lawful possession, sale, or transfer of firearms or ammunition. Full-time law enforcement, state marshals and member of U.S. military would be exempt from these prohibitions.",1121,"House Judiciary",2020-03-11,"Meeting postponed (03/11/2020)",https://legiscan.com/RI/bill/H7327/2020,http://status.rilin.state.ri.us/
1323760,1733,H7328,1,Introduced,2020-01-29,"Solemnization Of Marriages","Authorizes the governor in his or her discretion to designate a justice of the peace in each town or city, as considered expedient, to solemnize marriages.",1121,"House Judiciary",2020-02-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7328/2020,http://status.rilin.state.ri.us/
1323591,1733,H7329,1,Introduced,2020-01-29,"First Responders","Establishes March 17 as an annual day of special observance to honor Rhode Island's first responders.",1121,"House Judiciary",2020-03-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7329/2020,http://status.rilin.state.ri.us/
1323484,1733,H7330,2,Engrossed,2020-07-16,"Adoption Of Children","Terminates all parental rights of any person convicted of sexual assault which results in the birth of a child from that assault.",1140,"Senate Judiciary",2020-07-16,"Referred to Senate Judiciary",https://legiscan.com/RI/bill/H7330/2020,http://status.rilin.state.ri.us/
1323070,1733,H7331,1,Introduced,2020-01-29,"The Rhode Island Cesspool Act Of 2007","Allows DEM to extend certain deadlines for required sewer construction in the replacement of cesspools, which deadlines would not extend beyond January 1, 2025.",1129,"House Environment and Natural Resources",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7331/2020,http://status.rilin.state.ri.us/
1323191,1733,H7332,1,Introduced,2020-01-29,"Prompt Payment By Department Of Administration","Amends the provisions for prompt payment of monies owed by the department of administration to their contractors or subcontractors.",1120,"House Corporations",2020-02-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7332/2020,http://status.rilin.state.ri.us/
1323149,1733,H7333,1,Introduced,2020-01-29,Electricians,"Allows 288 hours of trade school training to qualify for the journeyperson ""B"" electrical exam. Increases the period of indentured apprenticeship with the department of labor and training and a licensed electrician master to 4 years.",1120,"House Corporations",2020-02-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7333/2020,http://status.rilin.state.ri.us/
1323817,1733,H7334,1,Introduced,2020-01-29,"Military Spouse Licensure","Provides issuance of occupational licenses for military members and spouses stationed in Rhode Island.",1120,"House Corporations",2020-02-25,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7334/2020,http://status.rilin.state.ri.us/
1323678,1733,H7335,1,Introduced,2020-01-29,"Maintenance Of Town Highways--construction And Maintenance Of State Roads","Allows highway contractors providing construction services to state/municipalities/RITBA to provide insurance coverage solely for vehicles used in rendering those services.",1120,"House Corporations",2020-02-25,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7335/2020,http://status.rilin.state.ri.us/
1323921,1733,H7336,1,Introduced,2020-01-29,"Duties Of Utilities And Carriers","Requires public utilities and electric distribution companies to provide prompt and adequate service to its rate payers relating to new service and service upgrades.",1120,"House Corporations",2020-02-25,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7336/2020,http://status.rilin.state.ri.us/
1323977,1733,H7337,2,Engrossed,2020-03-10,"Proper Management Of Unused Paint","Requires the department of environmental management to solicit procurement of a representative organization to operate the paint stewardship program every two (2) years.",0,,2020-03-10,"House read and passed",https://legiscan.com/RI/bill/H7337/2020,http://status.rilin.state.ri.us/
1323787,1733,H7338,1,Introduced,2020-01-29,"Mental Health Services For All Students","Directs that services provided by school social workers and certified school psychologists would be included as health care related services eligible for federal Medicaid reimbursement.",1122,"House Health, Education and Welfare",2020-03-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7338/2020,http://status.rilin.state.ri.us/
1323869,1733,H7339,1,Introduced,2020-01-29,"Accident And Sickness Insurance Policies","Requires that a participant or beneficiary incur no greater out-of-pocket costs for emergency services than they would have incurred with an in-network provider other than in-network cost sharing.",1122,"House Health, Education and Welfare",2020-01-29,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7339/2020,http://status.rilin.state.ri.us/
1323512,1733,H7340,1,Introduced,2020-01-29,"Harm Reduction Center Advisory Committee And Pilot Program","Creates a pilot program to prevent drug overdoses through the establishment of harm reduction centers, and requires the director of the department of health to promulgate regulations.",1122,"House Health, Education and Welfare",2020-02-07,"Committee postponed at request of sponsor (02/12/2020)",https://legiscan.com/RI/bill/H7340/2020,http://status.rilin.state.ri.us/
1323706,1733,H7341,1,Introduced,2020-01-29,Curriculum,"Requires that commencing with the graduating class of 2022 all high school students attending public schools demonstrate proficiency in computer science.",1122,"House Health, Education and Welfare",2020-03-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7341/2020,http://status.rilin.state.ri.us/
1323623,1733,H7342,1,Introduced,2020-01-29,"Cruelty To Animals","Prohibits declawing of a cat or other animal, unless a licensed veterinarian has determined that the procedure is necessary for a therapeutic purpose.",1122,"House Health, Education and Welfare",2020-01-29,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7342/2020,http://status.rilin.state.ri.us/
1323540,1733,H7343,2,Engrossed,2020-02-12,"Relating To Solemnization Of Marriages","Allows Anne-Marie Nicotero to join Kelsey Buckett and Shaun Labbe in marriage on or about May 23, 2020, within the City of East Providence, Rhode Island.",1140,"Senate Judiciary",2020-02-25,"Referred to Senate Judiciary",https://legiscan.com/RI/bill/H7343/2020,http://status.rilin.state.ri.us/
1323457,1733,H7344,1,Introduced,2020-01-29,"Manufacturing And Wholesale Licenses","Increases the amount of malt beverages that a manufacturer can sell for offsite consumption from twenty-four 12 oz. And Twenty-four 16 oz. bottles or cans to Fifty-five 12 oz. and forty-one 16 oz. bottles and cans respectively.",1127,"House Small Business",2020-02-25,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7344/2020,http://status.rilin.state.ri.us/
1323567,1733,H7345,1,Introduced,2020-01-29,"The Rhode Island Works Program","Adjusts the amount of basic cash assistance provided to families living in deep poverty over a two-year period, and would implement an annual cost of living adjustment so that value of basic cash assistance does not erode in the future.",1119,"House Finance",2020-01-29,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7345/2020,http://status.rilin.state.ri.us/
1323650,1733,H7346,1,Introduced,2020-01-29,"Sales And Use Taxes -- Liability And Computation","Exempts reusable bags not including paper or plastic bags from the state sales tax.",1119,"House Finance",2020-01-29,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7346/2020,http://status.rilin.state.ri.us/
1323732,1733,H7347,1,Introduced,2020-01-29,"Reimbursement 911 Restricted Receipt Account","Provides that a portion of the first responders surcharge be deposited in a restricted receipt account for purposes of funding the E-911 emergency telephone system.",1119,"House Finance",2020-01-29,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7347/2020,http://status.rilin.state.ri.us/
1324002,1733,H7348,1,Introduced,2020-01-29,"Relating To Towns And Cities","Creates a voluntary mechanism for municipalities to use to dedicate a park, conservation or other land they own as public trust land in perpetuity to protect and preserve its future use.",1131,"House Municipal Government",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7348/2020,http://status.rilin.state.ri.us/
1324814,1733,H7350,1,Introduced,2020-01-30,"Passing, Use Of Lanes, And Rules Of The Road","Requires the driver of a vehicle overtaking another vehicle proceeding in the same direction to use a directional signal and repeals the requirement that such signal be audible.",1121,"House Judiciary",2020-03-10,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7350/2020,http://status.rilin.state.ri.us/
1324721,1733,H7351,1,Introduced,2020-01-30,"Access To Public Records","Allows person who is public employee of any city or town or any organization representing a group persons to petition superior court pursuant to § 38-2-9, for determination that disclosing person’s residence poses a risk to person or their family.",1121,"House Judiciary",2020-02-12,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7351/2020,http://status.rilin.state.ri.us/
1324889,1733,H7352,1,Introduced,2020-01-30,Licensing,"Creates new standards for determining whether a state work license applicant's past criminal contacts/convictions should disqualify them from receiving a government-issued license.",0,,2020-02-27,"Withdrawn at sponsor's request",https://legiscan.com/RI/bill/H7352/2020,http://status.rilin.state.ri.us/
1324882,1733,H7353,1,Introduced,2020-01-30,"Three Wheel Vehicles","Provides that three (3)-wheeled motorcycles be included under the licensing requirements of the department of motor vehicles.",1121,"House Judiciary",2020-03-03,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7353/2020,http://status.rilin.state.ri.us/
1324909,1733,H7354,1,Introduced,2020-01-30,"Local Planning Board Or Commission","Requires initial, biennial, and continuing education in land use law and planning for local planning and zoning board members.",1121,"House Judiciary",2020-03-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7354/2020,http://status.rilin.state.ri.us/
1324779,1733,H7357,1,Introduced,2020-01-30,"Administrative Procedures","Administrative hearings to follow superior court rules of procedure and evidence. Provides for subpoena of witnesses and evidence.",1121,"House Judiciary",2020-02-12,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7357/2020,http://status.rilin.state.ri.us/
1324804,1733,H7358,1,Introduced,2020-01-30,"Relating To Criminal Procedure-search Warrants-electronic Information And Data Privacy Act","Requires law enforcement agencies to obtain search warrants for electronic information, data, location information and other identifying information of subscribers and customers, except in specified circumstances.",1121,"House Judiciary",2020-02-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7358/2020,http://status.rilin.state.ri.us/
1324922,1733,H7359,1,Introduced,2020-01-30,"Relating To Businesses And Professions","Establishes policy for regulation of occupations, specifying criteria for government regulation to increase opportunities, competition, protect consumers and create a process to review criminal histories to reduce offenders’ disqualifications.",1121,"House Judiciary",2020-02-12,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7359/2020,http://status.rilin.state.ri.us/
1324913,1733,H7360,1,Introduced,2020-01-30,"Gambling And Lotteries","Allows social gaming in private residences and in public taverns or private clubs as long as the gambling is incidental to a bona fide social relationship between the participants and no person other than the participants receive anything of value.",1121,"House Judiciary",2020-02-25,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7360/2020,http://status.rilin.state.ri.us/
1324835,1733,H7361,1,Introduced,2020-01-30,"Contested Pet Ownership","Creates a legal process by which formerly cohabitating parties could seek from the district court a determination as to ownership of any pet.",1121,"House Judiciary",2020-02-12,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7361/2020,http://status.rilin.state.ri.us/
1324772,1733,H7362,1,Introduced,2020-01-30,"Biodiesel Heating Oil Act Of 2013","Changes the title of the Biodiesel Heating Oil Act of 2013 to Biodiesel Products provides significant updates to the act as well as minimum standards for biodiesel.",1129,"House Environment and Natural Resources",2020-02-13,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7362/2020,http://status.rilin.state.ri.us/
1324762,1733,H7363,1,Introduced,2020-01-30,"Insurer Receivership Model Act","Establishes a process for insurers who wish to utilize receivership rather than the other processes of liquidation or rehabilitation.",1120,"House Corporations",2020-02-25,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7363/2020,http://status.rilin.state.ri.us/
1324849,1733,H7364,4,Passed,2020-06-25,"To Vacate The Forfeiture Or Revocation Of The Charter Of New England Racing Fuel, Inc.","To Vacate The Forfeiture Or Revocation Of The Charter Of New England Racing Fuel, Inc.",0,,2020-06-25,"Effective without Governor's signature",https://legiscan.com/RI/bill/H7364/2020,http://status.rilin.state.ri.us/
1324930,1733,H7365,1,Introduced,2020-01-30,"Relating To Public Utilities And Carriers","Adds house and senate minority leaders or their designees to E-911 advisory commission.",1120,"House Corporations",2020-02-25,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7365/2020,http://status.rilin.state.ri.us/
1324785,1733,H7366,1,Introduced,2020-01-30,"Rhode Island Turnpike And Bridge Authority","Provides that a safety barrier or safety netting would be erected on the Mount Hope Bridge, the Claiborne Pell Bridge, and the Jamestown Verrazzano Bridge, no later than January 1, 2022.",1119,"House Finance",2020-02-24,"Committee transferred to House Finance",https://legiscan.com/RI/bill/H7366/2020,http://status.rilin.state.ri.us/
1324830,1733,H7367,1,Introduced,2020-01-30,"Relating To Insurance-accessible Residence Modifications","Allows health insurance plans to provide coverage for accessible residence modifications determined to be medically necessary.",1122,"House Health, Education and Welfare",2020-01-30,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7367/2020,http://status.rilin.state.ri.us/
1324733,1733,H7368,1,Introduced,2020-01-30,"Governor's Commission On Disabilities","Establishes appropriate disability language and allows for the law revision director to replace inappropriate disability language in the general law with appropriate disability language.",1122,"House Health, Education and Welfare",2020-01-30,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7368/2020,http://status.rilin.state.ri.us/
1324901,1733,H7369,1,Introduced,2020-01-30,"Relating To Health And Safety- Lila Manfield Sapinsley Compassionate Care Act","Creates the Lila Manfield Sapinsley Compassionate Care Act, to provide a legal mechanism whereby a terminally ill patient may choose to end their life using drugs prescribed by a physician.",1122,"House Health, Education and Welfare",2020-01-30,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7369/2020,http://status.rilin.state.ri.us/
1324867,1733,H7370,1,Introduced,2020-01-30,"Sanitation In Food Establishments","Adds pickles and relish to those foods which are permitted to be manufactured and sold as a farm home food product.",1122,"House Health, Education and Welfare",2020-02-26,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7370/2020,http://status.rilin.state.ri.us/
1324748,1733,H7371,1,Introduced,2020-01-30,"The Healing Art Of Acupuncture And Oriental Medicine","Changes the title of chapter 37.2 of title 5 and throughout, replacing ""Oriental medicine"" with ""Chinese medicine"" and allows certified individuals to practice acupuncture and Chinese medicine using Chinese medical diagnostic methods.",1122,"House Health, Education and Welfare",2020-01-30,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7371/2020,http://status.rilin.state.ri.us/
1324926,1733,H7372,1,Introduced,2020-01-30,"Labor And Payment Of Debts","Amends the definition of public works so that it would include any public works projects performed for any city or town or quasi-municipal entity and the state and any quasi-state entity.",1119,"House Finance",2020-01-30,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7372/2020,http://status.rilin.state.ri.us/
1324842,1733,H7373,1,Introduced,2020-01-30,"Sales And Use Taxes -- Liability And Computation -- The Motor Vehicle Sales Tax Equity Act","Exempts the trade-in values of motorcycles from sales tax and would exempt from state sales tax the trade-in value of any pickup under eight thousand one hundred pounds (8100 lbs.) gross weight.",1119,"House Finance",2020-01-30,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7373/2020,http://status.rilin.state.ri.us/
1324895,1733,H7374,1,Introduced,2020-01-30,"Public Corporation Debt Management","Prohibits the general assembly and any governmental or quasi-governmental entity created by it, from issuing moral obligation bonds not secured by the full faith and credit of the state or revenues.",1119,"House Finance",2020-01-30,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7374/2020,http://status.rilin.state.ri.us/
1324714,1733,H7375,1,Introduced,2020-01-30,"Budgeting - Legislative Grants","Provides that legislative grants would be awarded by senators and representatives in equal prorated shares, one half (1/2) in each chamber.",1119,"House Finance",2020-01-30,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7375/2020,http://status.rilin.state.ri.us/
1324693,1733,H7376,1,Introduced,2020-01-30,"Establishing An Office Of Inspector General","Establishes the office of inspector general as an independent administrative agency charged with the responsibility to investigate, detect, and prevent fraud, waste, abuse, and mismanagement in the expenditure of public funds.",1119,"House Finance",2020-01-30,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7376/2020,http://status.rilin.state.ri.us/
1324823,1733,H7378,1,Introduced,2020-01-30,"Privatization Of Municipal Services","Creates a review process like the existing state service privatization process, which municipalities must follow whenever they seek to privatize the yearly furnishing of municipal services in excess of one hundred fifty thousand dollars ($150,000).",1131,"House Municipal Government",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7378/2020,http://status.rilin.state.ri.us/
1324727,1733,H7379,1,Introduced,2020-01-30,"Low And Moderate Income Housing","Allows a local review board of a city or town to provide reasonable conditions and limitations on any project. Economic feasibility would not be an impediment to the imposition of such conditions and limitations.",1131,"House Municipal Government",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7379/2020,http://status.rilin.state.ri.us/
1324860,1733,H7380,1,Introduced,2020-01-30,"Relating To The Central Coventry Fire District","Amends the procedure for holding annual meeting, special meetings, election, recall and duties of the board of directors and officers, as well as the duties of the tax assessor, district clerk, finance director-treasurer and tax collector.",1131,"House Municipal Government",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7380/2020,http://status.rilin.state.ri.us/
1324797,1733,H7381,1,Introduced,2020-01-30,"Registration Of Vehicles--emergency Management Director Emeritus","Creates an emergency management director emeritus license plate for Thomas F. Senerchia of West Warwick.",0,,2020-02-10,"Withdrawn at sponsor's request (02/13/2020)",https://legiscan.com/RI/bill/H7381/2020,http://status.rilin.state.ri.us/
1324874,1733,H7382,1,Introduced,2020-01-30,"Nontransparent Windshields And Windows","Provides an exemption, for private detectives and private security guards, from the law banning nontransparent windshields and windows.",1121,"House Judiciary",2020-02-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7382/2020,http://status.rilin.state.ri.us/
1324708,1733,H7383,4,Passed,2020-03-05,"Relating To Solemnization Of Marriages","Allows Owen J. Rice, Esq., to join Yul-mi Cho and Mark Donovan in marriage on or about March 14, 2020, within the Town of Bristol, Rhode Island.",0,,2020-03-05,"Effective without Governor's signature",https://legiscan.com/RI/bill/H7383/2020,http://status.rilin.state.ri.us/
1324699,1733,H7384,1,Introduced,2020-01-30,"Relating To Holidays And Days Of Special Observance","Expands the definition of ""employee"" to add any individual employed in a food service establishment, which would include a caterer licensed by the department of health and division of taxation, and a food truck.",0,,2020-03-11,"Committee recommends passage",https://legiscan.com/RI/bill/H7384/2020,http://status.rilin.state.ri.us/
1325750,1733,H7394,1,Introduced,2020-01-31,"Interstate Compact To Award Prizes For Curing Diseases","Adopts the interstate compact to award prizes for curing diseases.",1122,"House Health, Education and Welfare",2020-01-31,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7394/2020,http://status.rilin.state.ri.us/
1325605,1733,H7395,1,Introduced,2020-01-31,"Nurse Licensure Compact","Amends the nurse licensure compact and adopts an enhanced version of the act, to allow nurses to hold a multi-state license which would allow them to practice across state lines without having to obtain multiple licenses.",1122,"House Health, Education and Welfare",2020-01-31,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7395/2020,http://status.rilin.state.ri.us/
1325714,1733,H7396,1,Introduced,2020-01-31,"Accident And Sickness Insurance Policies","Prohibits cost sharing for persons forty-five (45) years or older for colorectal screening examinations, laboratory tests and colonoscopies covered by health insurance policies.",1122,"House Health, Education and Welfare",2020-02-26,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7396/2020,http://status.rilin.state.ri.us/
1325425,1733,H7397,1,Introduced,2020-01-31,"Licensing Of Swimming Pools","Removes the requirement to have a person trained in first aid in close proximity to operate a swimming pool without a lifeguard.",1122,"House Health, Education and Welfare",2020-03-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7397/2020,http://status.rilin.state.ri.us/
1325963,1733,H7398,2,Engrossed,2020-03-11,"Uniform Controlled Substances Act","Excludes chronic intractable pain from the definition of acute pain management. Prescribes new guidelines for treatment based upon 2016 CDC Guideline for Prescribing Opioids for Chronic Pain.",0,,2020-03-11,"House read and passed",https://legiscan.com/RI/bill/H7398/2020,http://status.rilin.state.ri.us/
1325848,1733,H7399,1,Introduced,2020-01-31,"Resilient Rhode Island Act Of 2014 - Climate Change Coordinating Council","Establishes a statewide greenhouse gas emission reduction mandate.",1129,"House Environment and Natural Resources",2020-03-05,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7399/2020,http://status.rilin.state.ri.us/
1325842,1733,H7400,1,Introduced,2020-01-31,"The Rhode Island Early Childhood Innovation Act","Establishes the RI Early Childhood Innovation Act and authorizes department of human services to fund programs for at-risk kindergarten children of $1,000,000 annually.",1119,"House Finance",2020-01-31,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7400/2020,http://status.rilin.state.ri.us/
1325934,1733,H7401,1,Introduced,2020-01-31,"Sales And Use Taxes -- Liability And Computation","Exempts self-employed sole practicing investigators operating independently from any partnership, corporation, limited liability company or association from the sales tax imposed on services.",1119,"House Finance",2020-01-31,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7401/2020,http://status.rilin.state.ri.us/
1325642,1733,H7402,1,Introduced,2020-01-31,"Payment Of Statutory Fees","Facilitates state departments/agencies to implement electronic filing of applications for licenses/permits/ registrations/certificates by allowing state vendor to withhold commission for developing and implementing electronic filing web-based system.",1119,"House Finance",2020-01-31,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7402/2020,http://status.rilin.state.ri.us/
1325534,1733,H7403,1,Introduced,2020-01-31,"Active Members In Reserves--educational Benefits","Expands educational benefits to active reservists in the armed forces.",1119,"House Finance",2020-01-31,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7403/2020,http://status.rilin.state.ri.us/
1325679,1733,H7404,1,Introduced,2020-01-31,"Relating To Taxation","Creates an agreement to limit corporate giveaways.",1119,"House Finance",2020-01-31,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7404/2020,http://status.rilin.state.ri.us/
1325498,1733,H7405,1,Introduced,2020-01-31,"Rhode Island Veterans' Home","Establishes ""chaplain's fund"" to collect donations for use in activities to enhance morale/welfare/recreation of veterans' home residents maintained and operated by the advisory council of veterans' affairs.",1119,"House Finance",2020-01-31,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7405/2020,http://status.rilin.state.ri.us/
1325786,1733,H7406,1,Introduced,2020-01-31,"Personal Income Tax","Allows real property owner a one-time non-refundable tax credit for the actual costs of connecting a single family or multi-family dwelling to a municipal sewer system credited to the owner's personal or corporate income tax.",1119,"House Finance",2020-01-31,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7406/2020,http://status.rilin.state.ri.us/
1325571,1733,H7407,1,Introduced,2020-01-31,"Residence Of Children For School Purposes","Requires state to reimburse the city/town for any costs associated with transporting children placed in foster care by RI-licensed child-placing agency or RI governmental agency to an educational facility outside the regional transportation district.",1119,"House Finance",2020-01-31,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7407/2020,http://status.rilin.state.ri.us/
1325461,1733,H7408,1,Introduced,2020-01-31,"Levy And Assessment Of Local Taxes","Authorizes tax assessors in the cities and towns to use the last statutory update or revaluation as the assessed valuation upon which to levy taxes regarding their real property.",1131,"House Municipal Government",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7408/2020,http://status.rilin.state.ri.us/
1325925,1733,H7410,1,Introduced,2020-01-31,"Registration Of Vehicles","Creates a special motor vehicle registration plate for recipients of the United States Bronze Star Medal.",3935,"House Special Legislation",2020-02-13,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7410/2020,http://status.rilin.state.ri.us/
1325904,1733,H7411,1,Introduced,2020-01-31,"Relating To Public Records","Exempts municipalities from releasing information as to the residency of police officers regarding public records requests.",1121,"House Judiciary",2020-02-12,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7411/2020,http://status.rilin.state.ri.us/
1325954,1733,H7412,1,Introduced,2020-01-31,"Rhode Island Campaign Contributions And Expenditures Reporting","Requires all candidates for office to file the same number of campaign finance reports, all due at the same times, whether or not they have contested primary elections.",1121,"House Judiciary",2020-01-31,"Introduced, referred to House Judiciary",https://legiscan.com/RI/bill/H7412/2020,http://status.rilin.state.ri.us/
1325895,1733,H7413,1,Introduced,2020-01-31,"Size, Weight, And Load Limits","Amends vehicle size/weight/load limit act by allowing Rhode Island nonprofit corporations to operate oversized vehicles on holidays and weekends in order to participate in parades and other civic, patriotic, historic and educational events and displays.",1120,"House Corporations",2020-02-25,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7413/2020,http://status.rilin.state.ri.us/
1325974,1733,H7414,1,Introduced,2020-01-31,"General Regulatory Provisions","Prohibits delivery service from using merchant's likeness/trademark or intellectual property on its website or delivery vehicles without written merchant consent. Requires delivery service to register to do business in Rhode Island.",1120,"House Corporations",2020-02-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7414/2020,http://status.rilin.state.ri.us/
1325912,1733,H7415,1,Introduced,2020-01-31,"New Home Buyers Fire Protection Act","Mandates builders of new 1 and 2 family dwellings to provide written info to buyer about installation of automatic sprinkler system subject to civil penalties for violations/results of radon tests/certification of working smoke detector devices eff 1/1/21",1127,"House Small Business",2020-03-03,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7415/2020,http://status.rilin.state.ri.us/
1325884,1733,H7416,1,Introduced,2020-01-31,"Property Tax Relief","Amends the definition of ""disabled"", for the purposes of property tax relief, to include veterans who earn less than thirty thousand dollars ($30,000) annually and who receive disability benefits.",1131,"House Municipal Government",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7416/2020,http://status.rilin.state.ri.us/
1330580,1733,H7425,1,Introduced,2020-02-05,"Pesticide Control","Prohibits the use of neonicotinoids which are a class of insecticides.",1129,"House Environment and Natural Resources",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7425/2020,http://status.rilin.state.ri.us/
1330667,1733,H7426,1,Introduced,2020-02-05,"Rhode Island Energy Resources Act","Provides for the establishment of comprehensive solar energy siting ordinances in each municipality of the state. The act would also allow the installation of master-meters in housing developments.",1129,"House Environment and Natural Resources",2020-03-04,"Committee postponed at request of sponsor (03/05/2020)",https://legiscan.com/RI/bill/H7426/2020,http://status.rilin.state.ri.us/
