bill_id,date,chamber,sequence,action
1317517,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1317517,2020-02-26,House,3,"Committee recommended measure be held for further study"
1317522,2020-01-22,House,1,"Introduced, referred to House Corporations"
1317522,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1317522,2020-01-28,House,3,"Committee recommended measure be held for further study"
1317522,2020-03-11,House,4,"Withdrawn at sponsor's request"
1317527,2020-01-22,House,1,"Introduced, referred to House Finance"
1317533,2020-01-22,House,1,"Introduced, referred to House Environment and Natural Resources"
1317533,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/05/2020)"
1317533,2020-03-05,House,3,"Committee recommended measure be held for further study"
1317537,2020-01-22,House,1,"Introduced, referred to House Judiciary"
1317537,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1317537,2020-01-28,House,3,"Committee recommended measure be held for further study"
1317537,2020-02-14,House,4,"Committee transferred to House Corporations"
1317542,2020-01-22,House,1,"Introduced, referred to House Finance"
1317547,2020-01-22,House,1,"Introduced, referred to House H.E.W."
1317547,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/05/2020)"
1317547,2020-02-05,House,3,"Committee recommended measure be held for further study"
1317552,2020-01-22,House,1,"Introduced, referred to House Finance"
1317552,2020-02-11,House,2,"Withdrawn at sponsor's request"
1317557,2020-01-22,House,1,"Introduced, referred to House Finance"
1317561,2020-01-22,House,1,"Introduced, referred to House H.E.W."
1317561,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/12/2020)"
1317561,2020-02-12,House,3,"Committee recommended measure be held for further study"
1317577,2020-01-22,House,1,"House read and passed"
1317625,2020-01-22,House,1,"House read and passed"
1317672,2020-01-22,House,1,"House read and passed"
1317722,2020-01-22,House,1,"House read and passed"
1317768,2020-01-22,House,1,"House read and passed"
1317768,2020-01-22,Senate,2,"Placed on the Senate Consent Calendar (01/28/2020)"
1317768,2020-01-28,Senate,3,"Senate passed in concurrence"
1317768,2020-01-28,House,4,"Transmitted to Governor"
1317768,2020-02-05,House,5,"Effective without Governor's signature"
1318117,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318126,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318135,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318145,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318153,2020-01-22,Senate,1,"Introduced, referred to Senate Environment and Agriculture"
1318163,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318163,2020-01-24,Senate,2,"Scheduled for hearing and/or consideration (01/30/2020)"
1318163,2020-01-30,Senate,3,"Committee recommends passage"
1318163,2020-02-04,Senate,4,"Placed on the Senate Consent Calendar (02/05/2020)"
1318163,2020-02-05,Senate,5,"Senate read and passed"
1318163,2020-02-06,House,6,"Referred to House Special Legislation"
1318163,2020-02-14,House,7,"Scheduled for hearing and/or consideration (02/27/2020)"
1318163,2020-02-27,House,8,"Committee recommends passage in concurrence"
1318163,2020-02-28,House,9,"Placed on the House Consent Calendar (03/05/2020)"
1318163,2020-03-05,House,10,"House passed in concurrence"
1318163,2020-03-05,Senate,11,"Transmitted to Governor"
1318163,2020-03-13,Senate,12,"Effective without Governor's signature"
1318175,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318186,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318186,2020-02-28,Senate,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1318186,2020-03-03,Senate,3,"Committee recommended measure be held for further study"
1318194,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318204,2020-01-22,Senate,1,"Introduced, referred to Senate Environment and Agriculture"
1318204,2020-03-06,Senate,2,"Scheduled for hearing and/or consideration (03/11/2020)"
1318204,2020-03-11,Senate,3,"Committee recommended measure be held for further study"
1318213,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318213,2020-01-31,Senate,2,"Scheduled for hearing and/or consideration (02/04/2020)"
1318213,2020-02-04,Senate,3,"Committee recommends passage"
1318213,2020-02-05,Senate,4,"Placed on Senate Calendar (02/11/2020)"
1318213,2020-02-11,Senate,5,"Senate read and passed"
1318213,2020-02-12,House,6,"Referred to House Judiciary"
1318220,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318232,2020-01-22,Senate,1,"Introduced, referred to Senate Education"
1318240,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318240,2020-01-24,Senate,2,"Scheduled for hearing and/or consideration (01/30/2020)"
1318240,2020-01-30,Senate,3,"Committee recommended measure be held for further study"
1318240,2020-02-07,Senate,4,"Scheduled for consideration (02/11/2020)"
1318240,2020-02-11,Senate,5,"Committee recommends passage"
1318240,2020-02-12,Senate,6,"Placed on Senate Calendar (02/25/2020)"
1318240,2020-02-25,Senate,7,"Senate read and passed"
1318240,2020-02-26,House,8,"Referred to House H.E.W."
1318240,2020-03-03,House,9,"Committee transferred to House Judiciary"
1318252,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318261,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318261,2020-02-21,Senate,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1318261,2020-02-27,Senate,3,"Committee recommended measure be held for further study"
1318272,2020-01-22,Senate,1,"Introduced, referred to Senate Environment and Agriculture"
1318272,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/12/2020)"
1318272,2020-02-12,Senate,3,"Committee recommended measure be held for further study"
1318281,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318281,2020-01-24,Senate,2,"Scheduled for hearing and/or consideration (01/30/2020)"
1318281,2020-01-30,Senate,3,"Committee recommends passage"
1318281,2020-02-04,Senate,4,"Placed on Senate Calendar (02/11/2020)"
1318281,2020-02-11,Senate,5,"Senate read and passed"
1318281,2020-02-12,House,6,"Referred to House Municipal Government"
1318281,2020-06-09,House,7,"Scheduled for hearing and/or consideration (06/11/2020)"
1318281,2020-06-11,House,8,"Committee recommends passage in concurrence"
1318281,2020-06-15,House,9,"Removed from House Consent Calendar and"
1318281,2020-06-15,House,10,"Placed on House Calendar (06/17/2020)"
1318281,2020-06-17,House,11,"House passed as amended (floor amendment)"
1318281,2020-06-17,Senate,12,"Placed on Senate Calendar (06/18/2020)"
1318281,2020-06-18,Senate,13,"Senate passed as amended in concurrence"
1318281,2020-06-18,House,14,"Transmitted to Governor"
1318281,2020-06-26,House,15,"Effective without Governor's signature"
1318293,2020-01-22,Senate,1,"Introduced, referred to Senate Health and Human Services"
1318293,2020-01-24,Senate,2,"Scheduled for hearing and/or consideration (01/30/2020)"
1318293,2020-01-29,Senate,3,"Proposed Substitute"
1318293,2020-01-30,Senate,4,"Committee recommended indefinite postponement"
1318293,2020-01-30,Senate,5,"Committee recommended Substitute A be held for further study"
1318301,2020-01-22,Senate,1,"Introduced, referred to Senate Health and Human Services"
1318301,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/11/2020)"
1318301,2020-02-11,Senate,3,"Committee recommends passage"
1318301,2020-02-12,Senate,4,"Placed on Senate Calendar (02/25/2020)"
1318301,2020-02-25,Senate,5,"Senate read and passed"
1318301,2020-02-26,House,6,"Referred to House Finance"
1318310,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318310,2020-05-26,Senate,2,"Scheduled for hearing and/or consideration (05/28/2020)"
1318310,2020-05-28,Senate,3,"Committee recommends passage"
1318310,2020-06-15,Senate,4,"Placed on Senate Calendar (06/17/2020)"
1318310,2020-06-17,Senate,5,"Senate read and passed"
1318310,2020-06-18,House,6,"Placed on the House Consent Calendar (06/18/2020)"
1318310,2020-06-18,House,7,"House passed in concurrence"
1318310,2020-06-19,Senate,8,"Transmitted to Governor"
1318310,2020-06-27,Senate,9,"Effective without Governor's signature"
1318323,2020-01-22,Senate,1,"Introduced, referred to Senate Health and Human Services"
1318323,2020-02-21,Senate,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1318323,2020-02-25,Senate,3,"Committee recommended measure be held for further study"
1318329,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318340,2020-01-22,Senate,1,"Introduced, referred to Senate Education"
1318348,2020-01-22,Senate,1,"Introduced, referred to Senate Environment and Agriculture"
1318348,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/12/2020)"
1318348,2020-02-12,Senate,3,"Committee recommended measure be held for further study"
1318360,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318360,2020-02-21,Senate,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1318360,2020-02-27,Senate,3,"Committee recommended measure be held for further study"
1318368,2020-01-22,Senate,1,"Introduced, referred to Senate Environment and Agriculture"
1318368,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration"
1318368,2020-02-10,Senate,3,"Withdrawn at sponsor's request (02/12/2020)"
1318379,2020-01-22,Senate,1,"Introduced, referred to Senate Labor"
1318379,2020-02-21,Senate,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1318379,2020-02-26,Senate,3,"Committee recommended measure be held for further study"
1318388,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318388,2020-01-31,Senate,2,"Scheduled for hearing and/or consideration (02/04/2020)"
1318388,2020-02-03,Senate,3,"Proposed Substitute"
1318388,2020-02-04,Senate,4,"Committee recommends passage of Sub A"
1318388,2020-02-05,Senate,5,"Placed on Senate Calendar (02/11/2020)"
1318388,2020-02-11,Senate,6,"Senate passed Sub A as amended (floor amendment)"
1318388,2020-02-12,House,7,"Referred to House Judiciary"
1318388,2020-07-02,House,8,"Scheduled for consideration (07/07/2020)"
1318388,2020-07-03,House,9,"Proposed Substitute"
1318388,2020-07-07,House,10,"Committee recommends passage of Sub B"
1318388,2020-07-14,House,11,"Placed on House Calendar (07/16/2020)"
1318388,2020-07-16,House,12,"House passed Sub B as amended (floor amendment)"
1318388,2020-07-16,Senate,13,"Placed on Senate Calendar (07/16/2020)"
1318388,2020-07-16,Senate,14,"Senate passed Sub B as amended in concurrence"
1318388,2020-07-17,House,15,"Transmitted to Governor"
1318388,2020-07-21,House,16,"Signed by Governor"
1318399,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318407,2020-01-22,Senate,1,"Introduced, referred to Senate Health and Human Services"
1318407,2020-01-24,Senate,2,"Scheduled for hearing and/or consideration (01/30/2020)"
1318407,2020-01-30,Senate,3,"Committee recommends passage"
1318407,2020-02-04,Senate,4,"Placed on Senate Calendar (02/11/2020)"
1318407,2020-02-11,Senate,5,"Senate read and passed"
1318407,2020-02-12,House,6,"Referred to House H.E.W."
1318419,2020-01-22,Senate,1,"Introduced, referred to Senate Education"
1318430,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318437,2020-01-22,Senate,1,"Introduced, referred to Senate Health and Human Services"
1318437,2020-01-31,Senate,2,"Scheduled for hearing and/or consideration (02/04/2020)"
1318437,2020-02-04,Senate,3,"Committee recommended measure be held for further study"
1318437,2020-03-06,Senate,4,"Scheduled for consideration (03/10/2020)"
1318437,2020-03-09,Senate,5,"Proposed Substitute"
1318437,2020-03-10,Senate,6,"Committee recommends passage of Sub A"
1318437,2020-03-11,Senate,7,"Placed on Senate Calendar"
1318446,2020-01-22,Senate,1,"Introduced, referred to Senate Special Legislation and Veterans Affairs"
1318453,2020-01-22,Senate,1,"Introduced, referred to Senate Health and Human Services"
1318453,2020-02-21,Senate,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1318453,2020-02-25,Senate,3,"Committee recommended measure be held for further study"
1318465,2020-01-22,Senate,1,"Introduced, referred to Senate Health and Human Services"
1318465,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/11/2020)"
1318465,2020-02-11,Senate,3,"Committee recommends passage"
1318465,2020-02-12,Senate,4,"Placed on Senate Calendar (02/25/2020)"
1318465,2020-02-25,Senate,5,"Senate read and passed"
1318465,2020-02-26,House,6,"Referred to House H.E.W."
1318476,2020-01-22,Senate,1,"Introduced, referred to Senate Education"
1318476,2020-02-21,Senate,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1318476,2020-02-26,Senate,3,"Committee recommended measure be held for further study"
1318485,2020-01-22,Senate,1,"Introduced, referred to Senate Labor"
1318485,2020-01-24,Senate,2,"Scheduled for hearing and/or consideration"
1318485,2020-01-28,Senate,3,"Meeting postponed (01/29/2020)"
1318485,2020-03-06,Senate,4,"Scheduled for hearing and/or consideration (03/11/2020)"
1318485,2020-03-11,Senate,5,"Committee recommended measure be held for further study"
1318493,2020-01-22,Senate,1,"Introduced, referred to Senate Special Legislation and Veterans Affairs"
1318504,2020-01-22,Senate,1,"Placed on the Senate Consent Calendar (01/28/2020)"
1318504,2020-01-28,Senate,2,"Senate read and passed"
1318512,2020-01-22,Senate,1,"Introduced, referred to Senate Commerce"
1318512,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/11/2020)"
1318512,2020-02-11,Senate,3,"Committee recommended measure be held for further study"
1318512,2020-03-06,Senate,4,"Scheduled for consideration (03/10/2020)"
1318512,2020-03-10,Senate,5,"Committee recommends passage"
1318512,2020-03-11,Senate,6,"Placed on Senate Calendar"
1318520,2020-01-22,Senate,1,"Introduced, referred to Senate Judiciary"
1318528,2020-01-22,Senate,1,"Introduced, referred to Senate Finance"
1318528,2020-02-28,Senate,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1318528,2020-03-03,Senate,3,"Committee recommended measure be held for further study"
1318543,2020-01-23,House,1,"Introduced, referred to House Corporations"
1318543,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/04/2020)"
1318543,2020-02-04,House,3,"Committee recommended measure be held for further study"
1318549,2020-01-23,House,1,"Introduced, referred to House Municipal Government"
1318549,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/13/2020)"
1318549,2020-02-13,House,3,"Committee recommended measure be held for further study"
1318557,2020-01-23,House,1,"Introduced, referred to House Corporations"
1318557,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/04/2020)"
1318557,2020-02-04,House,3,"Committee recommended measure be held for further study"
1318565,2020-01-23,House,1,"Introduced, referred to House Judiciary"
1318565,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1318565,2020-01-28,House,3,"Committee recommended measure be held for further study"
1318574,2020-01-23,House,1,"Introduced, referred to House Judiciary"
1318574,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/05/2020)"
1318574,2020-02-05,House,3,"Committee recommended measure be held for further study"
1318582,2020-01-23,House,1,"Introduced, referred to House Special Legislation"
1318582,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/06/2020)"
1318582,2020-02-06,House,3,"Committee recommends passage"
1318582,2020-02-07,House,4,"Placed on the House Consent Calendar (02/12/2020)"
1318582,2020-02-12,House,5,"House read and passed"
1318582,2020-02-25,Senate,6,"Referred to Senate Judiciary"
1318582,2020-02-28,Senate,7,"Scheduled for hearing and/or consideration (03/03/2020)"
1318582,2020-03-03,Senate,8,"Committee recommends passage in concurrence"
1318582,2020-03-05,Senate,9,"Placed on Senate Calendar (03/11/2020)"
1318582,2020-03-11,Senate,10,"Senate passed as amended (floor amendment)"
1318582,2020-03-12,House,11,"Referred to House Special Legislation"
1318589,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318598,2020-01-23,House,1,"Introduced, referred to House Finance"
1318598,2020-06-09,House,2,"Scheduled for hearing and/or consideration (06/11/2020)"
1318598,2020-06-11,House,3,"Committee recommended measure be held for further study"
1318607,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318607,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/12/2020)"
1318607,2020-02-12,House,3,"Committee recommended measure be held for further study"
1318612,2020-01-23,House,1,"Introduced, referred to House Municipal Government"
1318612,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/30/2020)"
1318612,2020-01-30,House,3,"Committee recommended measure be held for further study"
1318612,2020-06-09,House,4,"Scheduled for consideration (06/11/2020)"
1318612,2020-06-11,House,5,"Committee recommends passage"
1318612,2020-06-15,House,6,"Placed on the House Consent Calendar (06/17/2020)"
1318612,2020-06-17,House,7,"House read and passed"
1318612,2020-06-17,Senate,8,"Placed on the Senate Consent Calendar (06/18/2020)"
1318612,2020-06-18,Senate,9,"Senate passed in concurrence"
1318612,2020-06-18,House,10,"Transmitted to Governor"
1318612,2020-06-26,House,11,"Effective without Governor's signature"
1318619,2020-01-23,House,1,"Introduced, referred to House Corporations"
1318619,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1318619,2020-02-25,House,3,"Committee recommended measure be held for further study"
1318631,2020-01-23,House,1,"Introduced, referred to House Municipal Government"
1318631,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1318631,2020-02-27,House,3,"Committee recommended measure be held for further study"
1318631,2020-06-09,House,4,"Scheduled for consideration (06/11/2020)"
1318631,2020-06-11,House,5,"Committee recommends passage"
1318631,2020-06-15,House,6,"Placed on the House Consent Calendar (06/17/2020)"
1318631,2020-06-17,House,7,"House read and passed"
1318631,2020-06-17,Senate,8,"Placed on the Senate Consent Calendar (06/18/2020)"
1318631,2020-06-18,Senate,9,"Senate passed in concurrence"
1318631,2020-06-18,House,10,"Transmitted to Governor"
1318631,2020-06-26,House,11,"Effective without Governor's signature"
1318635,2020-01-23,House,1,"Introduced, referred to House Municipal Government"
1318635,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/30/2020)"
1318635,2020-01-30,House,3,"Committee recommended measure be held for further study"
1318646,2020-01-23,House,1,"Introduced, referred to House Municipal Government"
1318646,2020-02-07,House,2,"Scheduled for hearing and/or consideration"
1318646,2020-02-13,House,3,"Withdrawn at sponsor's request (02/13/2020)"
1318654,2020-01-23,House,1,"Introduced, referred to House Judiciary"
1318654,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1318654,2020-01-28,House,3,"Committee recommended measure be held for further study"
1318654,2020-02-28,House,4,"Scheduled for consideration (03/03/2020)"
1318654,2020-03-03,House,5,"Committee recommends passage"
1318657,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318657,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/12/2020)"
1318657,2020-02-12,House,3,"Committee recommended measure be held for further study"
1318668,2020-01-23,House,1,"Introduced, referred to House Municipal Government"
1318668,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1318668,2020-02-27,House,3,"Committee recommended measure be held for further study"
1318668,2020-03-06,House,4,"Scheduled for consideration (03/12/2020)"
1318668,2020-03-12,House,5,"Committee recommends passage"
1318668,2020-06-15,House,6,"Placed on the House Consent Calendar (06/17/2020)"
1318668,2020-06-17,House,7,"House read and passed"
1318668,2020-06-17,Senate,8,"Placed on Senate Calendar (06/18/2020)"
1318668,2020-06-18,Senate,9,"Senate passed in concurrence"
1318668,2020-06-18,House,10,"Transmitted to Governor"
1318668,2020-06-26,House,11,"Effective without Governor's signature"
1318678,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318678,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/05/2020)"
1318678,2020-02-05,House,3,"Committee recommended measure be held for further study"
1318683,2020-01-23,House,1,"Introduced, referred to House Finance"
1318694,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318694,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/05/2020)"
1318694,2020-02-05,House,3,"Committee recommended measure be held for further study"
1318700,2020-01-23,House,1,"Introduced, referred to House Corporations"
1318700,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1318700,2020-01-28,House,3,"Committee recommended measure be held for further study"
1318707,2020-01-23,House,1,"Introduced, referred to House Corporations"
1318707,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/04/2020)"
1318707,2020-02-04,House,3,"Committee recommended measure be held for further study"
1318716,2020-01-23,House,1,"Introduced, referred to House Finance"
1318716,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1318716,2020-01-28,House,3,"Committee recommended measure be held for further study"
1318716,2020-02-07,House,4,"Scheduled for consideration (02/11/2020)"
1318716,2020-02-07,House,5,"Proposed Substitute"
1318716,2020-02-11,House,6,"Committee recommends passage of Sub A"
1318716,2020-02-11,House,7,"Placed on House Calendar (02/13/2020)"
1318716,2020-02-13,House,8,"House passed Sub A"
1318716,2020-02-25,Senate,9,"Referred to Senate Finance"
1318716,2020-03-06,Senate,10,"Scheduled for consideration (03/10/2020)"
1318716,2020-03-10,Senate,11,"Committee recommends passage of Sub A in concurrence"
1318716,2020-03-10,Senate,12,"Placed on Senate Calendar (03/12/2020)"
1318716,2020-03-12,Senate,13,"Senate passed Sub A in concurrence"
1318716,2020-03-12,House,14,"Transmitted to Governor"
1318716,2020-03-17,House,15,"Signed by Governor"
1318727,2020-01-23,House,1,"Introduced, referred to House Judiciary"
1318727,2020-03-06,House,2,"Scheduled for hearing and/or consideration"
1318727,2020-03-11,House,3,"Meeting postponed (03/11/2020)"
1318732,2020-01-23,House,1,"Introduced, referred to House Municipal Government"
1318732,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1318732,2020-02-27,House,3,"Committee recommended measure be held for further study"
1318732,2020-03-06,House,4,"Scheduled for consideration (03/12/2020)"
1318732,2020-03-12,House,5,"Committee recommends passage"
1318732,2020-06-15,House,6,"Placed on the House Consent Calendar (06/17/2020)"
1318732,2020-06-17,House,7,"House read and passed"
1318732,2020-06-17,Senate,8,"Placed on Senate Calendar (06/18/2020)"
1318732,2020-06-18,Senate,9,"Senate passed in concurrence"
1318732,2020-06-18,House,10,"Transmitted to Governor"
1318732,2020-06-26,House,11,"Effective without Governor's signature"
1318741,2020-01-23,House,1,"Introduced, referred to House Municipal Government"
1318741,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1318741,2020-02-27,House,3,"Committee recommended measure be held for further study"
1318741,2020-06-09,House,4,"Scheduled for consideration (06/11/2020)"
1318741,2020-06-11,House,5,"Committee recommends passage"
1318741,2020-06-15,House,6,"Placed on the House Consent Calendar (06/17/2020)"
1318741,2020-06-17,House,7,"House read and passed"
1318741,2020-06-17,Senate,8,"Placed on the Senate Consent Calendar (06/18/2020)"
1318741,2020-06-18,Senate,9,"Senate passed in concurrence"
1318741,2020-06-18,House,10,"Transmitted to Governor"
1318741,2020-06-26,House,11,"Effective without Governor's signature"
1318749,2020-01-23,House,1,"Introduced, referred to House Finance"
1318751,2020-01-23,House,1,"Introduced, referred to House Corporations"
1318751,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1318751,2020-01-28,House,3,"Committee recommends passage"
1318751,2020-01-31,House,4,"Placed on House Calendar (02/04/2020)"
1318751,2020-02-04,House,5,"House read and passed"
1318751,2020-02-04,Senate,6,"Placed on the Senate Consent Calendar (02/05/2020)"
1318751,2020-02-05,Senate,7,"Senate passed in concurrence"
1318751,2020-02-05,House,8,"Transmitted to Governor"
1318751,2020-02-13,House,9,"Effective without Governor's signature"
1318764,2020-01-23,House,1,"Introduced, referred to House Judiciary"
1318764,2020-02-17,House,2,"Scheduled for hearing and/or consideration"
1318764,2020-02-19,House,3,"Committee postponed at request of sponsor (02/26/2020)"
1318764,2020-02-28,House,4,"Scheduled for hearing and/or consideration (03/04/2020)"
1318764,2020-03-04,House,5,"Committee recommended measure be held for further study"
1318772,2020-01-23,House,1,"Introduced, referred to House Corporations"
1318772,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1318772,2020-01-28,House,3,"Committee recommended measure be held for further study"
1318772,2020-02-07,House,4,"Scheduled for consideration (02/11/2020)"
1318772,2020-02-07,House,5,"Proposed Substitute"
1318772,2020-02-11,House,6,"Committee postponed at request of sponsor"
1318775,2020-01-23,House,1,"Introduced, referred to House Environment and Natural Resources"
1318775,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/13/2020)"
1318775,2020-02-13,House,3,"Committee recommended measure be held for further study"
1318789,2020-01-23,House,1,"Introduced, referred to House Judiciary"
1318789,2020-03-06,House,2,"Scheduled for hearing and/or consideration"
1318789,2020-03-11,House,3,"Meeting postponed (03/11/2020)"
1318797,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318797,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/12/2020)"
1318797,2020-02-12,House,3,"Committee recommended measure be held for further study"
1318797,2020-02-17,House,4,"Scheduled for consideration (02/26/2020)"
1318797,2020-02-26,House,5,"Committee recommends passage"
1318797,2020-03-02,House,6,"Placed on House Calendar (03/05/2020)"
1318797,2020-03-05,House,7,"House read and passed"
1318804,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318804,2020-01-24,House,2,"Committee transferred to House Finance"
1318810,2020-01-23,House,1,"Introduced, referred to House Special Legislation"
1318810,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/06/2020)"
1318810,2020-02-06,House,3,"Committee recommended measure be held for further study"
1318821,2020-01-23,House,1,"Introduced, referred to House Finance"
1318821,2020-02-05,House,2,"Committee transferred to House Judiciary"
1318821,2020-03-06,House,3,"Scheduled for hearing and/or consideration (03/10/2020)"
1318821,2020-03-10,House,4,"Committee recommended measure be held for further study"
1318828,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318828,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1318828,2020-03-04,House,3,"Committee recommended measure be held for further study"
1318833,2020-01-23,House,1,"Introduced, referred to House H.E.W."
1318840,2020-01-23,House,1,"Introduced, referred to House Finance"
1318844,2020-01-23,House,1,"Introduced, referred to House Special Legislation"
1318844,2020-01-31,House,2,"Scheduled for hearing and/or consideration (02/06/2020)"
1318844,2020-02-06,House,3,"Committee recommends passage"
1318844,2020-02-07,House,4,"Placed on the House Consent Calendar (02/12/2020)"
1318844,2020-02-12,House,5,"House read and passed"
1318844,2020-02-25,Senate,6,"Referred to Senate Judiciary"
1318844,2020-06-12,Senate,7,"Scheduled for hearing and/or consideration (06/15/2020)"
1318844,2020-06-15,Senate,8,"Committee recommends passage in concurrence"
1318844,2020-06-15,Senate,9,"Placed on Senate Calendar (06/18/2020)"
1318844,2020-06-18,Senate,10,"Senate passed in concurrence"
1318844,2020-06-18,House,11,"Transmitted to Governor"
1318844,2020-06-26,House,12,"Effective without Governor's signature"
1318932,2020-01-23,House,1,"House read and passed"
1319005,2020-01-23,House,1,"House read and passed"
1319384,2020-01-24,House,1,"Introduced, referred to House Finance"
1319388,2020-01-24,House,1,"Introduced, referred to House Judiciary"
1319388,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/12/2020)"
1319388,2020-02-12,House,3,"Committee recommended measure be held for further study"
1319395,2020-01-24,House,1,"Introduced, referred to House Corporations"
1319395,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1319395,2020-01-28,House,3,"Committee recommended measure be held for further study"
1319402,2020-01-24,House,1,"Introduced, referred to House Judiciary"
1319409,2020-01-24,House,1,"Introduced, referred to House H.E.W."
1319409,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/11/2020)"
1319409,2020-03-11,House,3,"Committee recommended measure be held for further study"
1319414,2020-01-24,House,1,"Introduced, referred to House H.E.W."
1319414,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1319414,2020-03-04,House,3,"Committee recommended measure be held for further study"
1319419,2020-01-24,House,1,"Introduced, referred to House Judiciary"
1319419,2020-01-24,House,2,"Scheduled for hearing and/or consideration (01/28/2020)"
1319419,2020-01-28,House,3,"Committee recommended measure be held for further study"
1319419,2020-02-05,House,4,"Withdrawn at sponsor's request"
1319429,2020-01-24,House,1,"Introduced, referred to House Environment and Natural Resources"
